game,format,winner_seat,winner_agent,winner_deck,turns,elapsed_sec,seats,decks,error
27,standard,player1,kg_heuristic,modern_mono_red_burn,6,0.62,"{""player1"": ""kg_heuristic"", ""player2"": ""world_model""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
28,standard,player1,kg_heuristic,modern_mono_red_burn,7,0.7,"{""player1"": ""kg_heuristic"", ""player2"": ""world_model""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
29,standard,player1,kg_heuristic,modern_mono_red_burn,9,1.1,"{""player1"": ""kg_heuristic"", ""player2"": ""world_model""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
30,standard,player1,kg_heuristic,modern_mono_red_burn,8,0.98,"{""player1"": ""kg_heuristic"", ""player2"": ""world_model""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
31,standard,player1,kg_heuristic,modern_mono_red_burn,6,0.14,"{""player1"": ""kg_heuristic"", ""player2"": ""active_inference""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
32,standard,player1,kg_heuristic,modern_mono_red_burn,8,0.13,"{""player1"": ""kg_heuristic"", ""player2"": ""active_inference""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
33,standard,player1,kg_heuristic,modern_mono_red_burn,5,0.08,"{""player1"": ""kg_heuristic"", ""player2"": ""active_inference""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
34,standard,player1,kg_heuristic,modern_mono_red_burn,6,0.11,"{""player1"": ""kg_heuristic"", ""player2"": ""active_inference""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
35,standard,player1,kg_heuristic,modern_mono_red_burn,10,0.15,"{""player1"": ""kg_heuristic"", ""player2"": ""active_inference""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
36,standard,player1,kg_heuristic,modern_mono_red_burn,7,0.12,"{""player1"": ""kg_heuristic"", ""player2"": ""active_inference""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
37,standard,player2,heuristic,modern_azorius_control,9,1.18,"{""player1"": ""world_model"", ""player2"": ""heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
38,standard,player1,world_model,modern_mono_red_burn,9,1.09,"{""player1"": ""world_model"", ""player2"": ""heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
39,standard,player2,heuristic,modern_azorius_control,11,3.83,"{""player1"": ""world_model"", ""player2"": ""heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
40,standard,player1,world_model,modern_mono_red_burn,12,3.73,"{""player1"": ""world_model"", ""player2"": ""heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
41,standard,player1,world_model,modern_mono_red_burn,11,3.76,"{""player1"": ""world_model"", ""player2"": ""heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
42,standard,player1,world_model,modern_mono_red_burn,6,0.68,"{""player1"": ""world_model"", ""player2"": ""heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
43,standard,player1,world_model,modern_mono_red_burn,6,0.58,"{""player1"": ""world_model"", ""player2"": ""kg_heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
44,standard,player1,world_model,modern_mono_red_burn,11,1.28,"{""player1"": ""world_model"", ""player2"": ""kg_heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
45,standard,player1,world_model,modern_mono_red_burn,9,0.95,"{""player1"": ""world_model"", ""player2"": ""kg_heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
46,standard,player1,world_model,modern_mono_red_burn,9,1.05,"{""player1"": ""world_model"", ""player2"": ""kg_heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
47,standard,player1,world_model,modern_mono_red_burn,6,0.61,"{""player1"": ""world_model"", ""player2"": ""kg_heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
48,standard,player1,world_model,modern_mono_red_burn,22,2.3,"{""player1"": ""world_model"", ""player2"": ""kg_heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
49,standard,player1,world_model,modern_mono_red_burn,8,1.01,"{""player1"": ""world_model"", ""player2"": ""active_inference""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
50,standard,player1,world_model,modern_mono_red_burn,9,1.18,"{""player1"": ""world_model"", ""player2"": ""active_inference""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
51,standard,player1,world_model,modern_mono_red_burn,13,4.51,"{""player1"": ""world_model"", ""player2"": ""active_inference""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
52,standard,player1,world_model,modern_mono_red_burn,17,8.77,"{""player1"": ""world_model"", ""player2"": ""active_inference""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
53,standard,player1,world_model,modern_mono_red_burn,11,1.21,"{""player1"": ""world_model"", ""player2"": ""active_inference""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
54,standard,player2,active_inference,modern_azorius_control,13,1.53,"{""player1"": ""world_model"", ""player2"": ""active_inference""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
55,standard,player1,active_inference,modern_mono_red_burn,7,0.7,"{""player1"": ""active_inference"", ""player2"": ""heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
56,standard,player1,active_inference,modern_mono_red_burn,8,0.15,"{""player1"": ""active_inference"", ""player2"": ""heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
57,standard,player2,heuristic,modern_azorius_control,8,0.79,"{""player1"": ""active_inference"", ""player2"": ""heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
58,standard,player1,active_inference,modern_mono_red_burn,4,0.07,"{""player1"": ""active_inference"", ""player2"": ""heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
59,standard,player1,active_inference,modern_mono_red_burn,14,0.26,"{""player1"": ""active_inference"", ""player2"": ""heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
60,standard,player1,active_inference,modern_mono_red_burn,11,0.95,"{""player1"": ""active_inference"", ""player2"": ""heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
61,standard,player1,active_inference,modern_mono_red_burn,7,0.12,"{""player1"": ""active_inference"", ""player2"": ""kg_heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
62,standard,player1,active_inference,modern_mono_red_burn,5,0.09,"{""player1"": ""active_inference"", ""player2"": ""kg_heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
63,standard,player1,active_inference,modern_mono_red_burn,9,0.76,"{""player1"": ""active_inference"", ""player2"": ""kg_heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
64,standard,player1,active_inference,modern_mono_red_burn,5,0.08,"{""player1"": ""active_inference"", ""player2"": ""kg_heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
65,standard,player1,active_inference,modern_mono_red_burn,12,0.23,"{""player1"": ""active_inference"", ""player2"": ""kg_heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
66,standard,player1,active_inference,modern_mono_red_burn,5,0.09,"{""player1"": ""active_inference"", ""player2"": ""kg_heuristic""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
67,standard,player1,active_inference,modern_mono_red_burn,5,0.62,"{""player1"": ""active_inference"", ""player2"": ""world_model""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
68,standard,player2,world_model,modern_azorius_control,16,4.99,"{""player1"": ""active_inference"", ""player2"": ""world_model""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
69,standard,player1,active_inference,modern_mono_red_burn,9,1.06,"{""player1"": ""active_inference"", ""player2"": ""world_model""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
70,standard,player1,active_inference,modern_mono_red_burn,8,1.01,"{""player1"": ""active_inference"", ""player2"": ""world_model""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
71,standard,player1,active_inference,modern_mono_red_burn,5,0.6,"{""player1"": ""active_inference"", ""player2"": ""world_model""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
72,standard,player1,active_inference,modern_mono_red_burn,7,0.92,"{""player1"": ""active_inference"", ""player2"": ""world_model""}","{""player1"": ""modern_mono_red_burn"", ""player2"": ""modern_azorius_control""}",
